"Volcano Number","Volcano Name","Country","Volcanic Region Group","Volcanic Region","Volcano Landform","Primary Volcano Type","Activity Evidence","Last Known Eruption","Latitude","Longitude","Elevation (m)","Dominant Rock Type","Tectonic Setting"
"210801","South Harghita Mountains","Romania","European Volcanic Regions","Central European Volcanic Province","Minor","Lava dome(s)",NA,NA,"46.13","25.88","1289",NA,"Intraplate / Continental crust (>25 km)"
"210802","Persani Mountains","Romania","European Volcanic Regions","Central European Volcanic Province","Cluster","Volcanic field",NA,NA,"45.981999999999999","25.338999999999999","623",NA,"Intraplate / Continental crust (>25 km)"
"210803","Apuseni Mountains","Romania","European Volcanic Regions","Central European Volcanic Province","Cluster","Volcanic field",NA,NA,"45.93","22.88","353",NA,"Intraplate / Continental crust (>25 km)"
"210804","Lucaret Basalts","Romania","European Volcanic Regions","Central European Volcanic Province","Cluster","Fissure vent",NA,NA,"45.826000000000001","21.69","190",NA,"Intraplate / Continental crust (>25 km)"
"210805","Bakony-Balaton Highland","Hungary","European Volcanic Regions","Central European Volcanic Province","Cluster","Volcanic field",NA,NA,"46.92","17.63","600",NA,"Intraplate / Continental crust (>25 km)"
"210806","Little Hungarian Plain","Hungary","European Volcanic Regions","Central European Volcanic Province","Cluster","Volcanic field",NA,NA,"47.192","17.2","433",NA,"Intraplate / Continental crust (>25 km)"
"210807","Nograd-Southern Slovakia","Hungary-Slovakia","European Volcanic Regions","Central European Volcanic Province","Cluster","Volcanic field",NA,NA,"48.158999999999999","19.79","720",NA,"Intraplate / Continental crust (>25 km)"
"210809","Central Slovakia","Slovakia","European Volcanic Regions","Central European Volcanic Province","Cluster","Volcanic field",NA,NA,"48.402999999999999","18.876999999999999","1009",NA,"Intraplate / Continental crust (>25 km)"
"210810","Bruntal Volcanic Field","Czechia","European Volcanic Regions","Central European Volcanic Province","Cluster","Volcanic field",NA,NA,"49.88","17.475000000000001","780",NA,"Intraplate / Continental crust (>25 km)"
"210811","Cheb Basin","Czechia","European Volcanic Regions","Central European Volcanic Province","Cluster","Volcanic field",NA,NA,"49.97","12.391999999999999","585",NA,"Intraplate / Continental crust (>25 km)"
"210812","East Eifel Volcanic Field","Germany","European Volcanic Regions","Central European Volcanic Province","Cluster","Maar(s)",NA,NA,"50.4","7.3250000000000002","588",NA,"Rift zone / Continental crust (>25 km)"
"210813","Rodderberg","Germany","European Volcanic Regions","Central European Volcanic Province","Minor","Pyroclastic cone",NA,NA,"50.62","7.2","150",NA,"Rift zone / Continental crust (>25 km)"
"210814","Cofrentes","Spain","European Volcanic Regions","Western European Volcanic Province","Cluster","Volcanic field",NA,NA,"39.234999999999999","-1.0640000000000001","514",NA,"Unknown"
"210816","Columbretes, Islas","Spain","European Volcanic Regions","Western European Volcanic Province","Cluster","Volcanic field",NA,NA,"39.896000000000001","0.68600000000000005","33",NA,"Unknown"
"211003","Vulsini","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Caldera","Caldera",NA,NA,"42.6","11.93","800","Trachyte / Trachydacite","Subduction zone / Continental crust (>25 km)"
"211800","Amiata","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Minor","Lava dome(s)",NA,NA,"42.9","11.63","1738",NA,"Subduction zone / Continental crust (>25 km)"
"211801","Radicofani","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Minor","Volcanic remnant",NA,NA,"42.899000000000001","11.769","891",NA,"Subduction zone / Continental crust (>25 km)"
"211802","Torre Alfina","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Minor","Volcanic remnant",NA,NA,"42.753","11.943","575",NA,"Subduction zone / Continental crust (>25 km)"
"211803","San Venanzo","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Minor","Maar",NA,NA,"42.862000000000002","12.266","466",NA,"Subduction zone / Continental crust (>25 km)"
"211804","Acquasparta","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Cluster","Volcanic field",NA,NA,"42.65","12.3","0",NA,"Subduction zone / Continental crust (>25 km)"
"211805","Polino","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Minor","Explosion crater(s)",NA,NA,"42.57","12.82","0",NA,"Subduction zone / Continental crust (>25 km)"
"211806","Cupaello","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Minor","Pyroclastic cone",NA,NA,"42.43","12.93","650",NA,"Subduction zone / Continental crust (>25 km)"
"211807","Oricola-Carsoli","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Cluster","Pyroclastic cone(s)",NA,NA,"42.15","13.08","0",NA,"Subduction zone / Continental crust (>25 km)"
"211808","Vico-Cimino Complex","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Composite","Stratovolcano(es)",NA,NA,"42.366999999999997","12.188000000000001","1053",NA,"Subduction zone / Continental crust (>25 km)"
"211809","Sabatini Complex","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Composite","Stratovolcano(es)",NA,NA,"42.17","12.22","612",NA,"Unknown"
"211810","Ernici, Monti","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Cluster","Volcanic field",NA,NA,"41.58","13.33","0",NA,"Subduction zone / Continental crust (>25 km)"
"211811","Roccamonfina","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Composite","Stratovolcano",NA,NA,"41.3","13.93","1066",NA,"Subduction zone / Continental crust (>25 km)"
"211812","Vulture, Monte","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Composite","Stratovolcano",NA,NA,"40.92","15.67","1330",NA,"Subduction zone / Continental crust (>25 km)"
"211813","Ventotene","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Composite","Stratovolcano(es)",NA,NA,"40.799999999999997","13.42","139",NA,"Subduction zone / Continental crust (>25 km)"
"211814","Pontine Islands","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Minor","Lava dome(s)",NA,NA,"40.9","12.95","283",NA,"Subduction zone / Continental crust (>25 km)"
"211815","Logudoro","Italy","European Volcanic Regions","Western European Volcanic Province","Cluster","Volcanic field",NA,NA,"40.58","8.67","0",NA,"Unknown"
"211816","Salina","Italy","European Volcanic Regions","Aeolian Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"38.58","14.85","962",NA,"Subduction zone / Continental crust (>25 km)"
"211817","Filicudi","Italy","European Volcanic Regions","Aeolian Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"38.58","14.55","773",NA,"Subduction zone / Continental crust (>25 km)"
"211818","Alicudi","Italy","European Volcanic Regions","Aeolian Volcanic Arc","Composite","Stratovolcano",NA,NA,"38.549999999999997","14.33","675",NA,"Subduction zone / Continental crust (>25 km)"
"211819","Ustica","Italy","European Volcanic Regions","Sicily Volcanic Province","Composite","Stratovolcano(es)",NA,NA,"38.72","13.18","248",NA,"Subduction zone / Continental crust (>25 km)"
"211820","Iblei","Italy","European Volcanic Regions","Sicily Volcanic Province","Shield","Shield?",NA,NA,"37.116999999999997","14.821","825",NA,"Subduction zone / Continental crust (>25 km)"
"211821","Linosa","Italy","European Volcanic Regions","Sicily Volcanic Province","Minor","Pyroclastic cone(s)",NA,NA,"35.869999999999997","12.87","195",NA,"Rift zone / Continental crust (>25 km)"
"211822","Gaeta Bay Volcanic Field","Italy","European Volcanic Regions","Italian Peninsula Volcanic Provinces","Cluster","Volcanic field",NA,NA,"40.978000000000002","13.663","0",NA,"Subduction zone / Continental crust (>25 km)"
"212051","Yali","Greece","European Volcanic Regions","Hellenic Volcanic Arc","Composite","Lava dome(s)",NA,NA,"36.666600000000003","27.122399999999999","180","Rhyolite","Subduction zone / Continental crust (>25 km)"
"212800","Psathoura","Greece","European Volcanic Regions","Western Anatolian Volcanic Province","Minor","Lava dome",NA,NA,"39.5","24.18","10",NA,"Subduction zone / Continental crust (>25 km)"
"212801","Volos-Atalanti","Greece","European Volcanic Regions","Western Anatolian Volcanic Province","Cluster","Volcanic field",NA,NA,"39.033000000000001","22.8","900",NA,"Subduction zone / Continental crust (>25 km)"
"212802","Aegina","Greece","European Volcanic Regions","Hellenic Volcanic Arc","Cluster","Volcanic field",NA,NA,"37.75","23.5","530",NA,"Subduction zone / Continental crust (>25 km)"
"212803","Poros","Greece","European Volcanic Regions","Hellenic Volcanic Arc","Cluster","Fissure vent",NA,NA,"37.479999999999997","23.43","80",NA,"Subduction zone / Continental crust (>25 km)"
"212804","Antiparos","Greece","European Volcanic Regions","Hellenic Volcanic Arc","Minor","Pyroclastic cone(s)",NA,NA,"36.994999999999997","25.045999999999999","282",NA,"Subduction zone / Continental crust (>25 km)"
"212805","Kos","Greece","European Volcanic Regions","Hellenic Volcanic Arc","Caldera","Caldera(s)",NA,NA,"36.851999999999997","27.251000000000001","430",NA,"Subduction zone / Continental crust (>25 km)"
"213001","Karapinar Monogenetic Field","Turkiye","European Volcanic Regions","Western Anatolian Volcanic Province","Cluster","Volcanic field",NA,NA,"37.640700000000002","33.5901","1302","Trachyandesite / Basaltic Trachyandesite","Intraplate / Continental crust (>25 km)"
"213003","Derinkuyu Volcanic Complex","Turkiye","European Volcanic Regions","Western Anatolian Volcanic Province","Cluster","Lava dome",NA,NA,"38.35","34.556699999999999","2143","Rhyolite","Intraplate / Continental crust (>25 km)"
"213004","Nevsehir-Acigol Volcanic Complex","Turkiye","European Volcanic Regions","Western Anatolian Volcanic Province","Cluster","Complex",NA,NA,"38.536999999999999","34.621000000000002","1683","Rhyolite","Intraplate / Continental crust (>25 km)"
"213005","Egrikuyu Monogenetic Field","Turkiye","European Volcanic Regions","Western Anatolian Volcanic Province","Cluster","Volcanic field",NA,NA,"37.892000000000003","34.1113","1100",NA,"Intraplate / Continental crust (>25 km)"
"213021","Suphan Dagi","Turkiye","Arabia-Central Asia Volcanic Regions","Central Anatolian Volcanic Province","Composite","Stratovolcano",NA,NA,"38.930999999999997","42.832999999999998","4033","Trachyandesite / Basaltic Trachyandesite","Intraplate / Continental crust (>25 km)"
"213022","Girekol","Turkiye","Arabia-Central Asia Volcanic Regions","Central Anatolian Volcanic Province","Shield","Shield",NA,NA,"39.103999999999999","43.426000000000002","2145","Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)"
"213023","Etrusk","Turkiye","Arabia-Central Asia Volcanic Regions","Central Anatolian Volcanic Province","Composite","Stratovolcano",NA,NA,"39.031999999999996","43.66","3100",NA,NA
"213060","Karasu Rift","Turkiye","Arabia-Central Asia Volcanic Regions","Northern Arabia Volcanic Province","Cluster","Volcanic field",NA,NA,"36.767000000000003","36.6","486",NA,"Rift zone / Intermediate crust (15-25 km)"
"213061","Ceyhan-Osmaniye","Turkiye","European Volcanic Regions","Western Anatolian Volcanic Province","Cluster","Volcanic field",NA,NA,"37","36.082999999999998","424",NA,"Unknown"
"213801","Golcuk","Turkiye","European Volcanic Regions","Western Anatolian Volcanic Province","Caldera","Caldera",NA,NA,"37.72","30.492000000000001","0",NA,"Intraplate / Continental crust (>25 km)"
"213803","Arpacay","Turkiye","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Cluster","Volcanic field",NA,NA,"41","43.466999999999999","0",NA,"Intraplate / Continental crust (>25 km)"
"213804","Kisir Dagi","Turkiye","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Composite","Unknown",NA,NA,"40.97","43.07","3192",NA,"Intraplate / Continental crust (>25 km)"
"214040","Keli Highland","Georgia","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Cluster","Pyroclastic cone(s)",NA,NA,"42.45","44.25","3750","Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)"
"214802","Akhuryan Valley","Armenia","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Cluster","Volcanic field",NA,NA,"41.067","43.75","2251",NA,"Intraplate / Continental crust (>25 km)"
"214803","Shamiram Plateau","Armenia","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Cluster","Volcanic field",NA,NA,"40.200000000000003","44.15","3300",NA,"Intraplate / Continental crust (>25 km)"
"214805","Southeast Syunik Upland","Armenia-Azerbaijan","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Cluster","Volcanic field",NA,NA,"39.616999999999997","46.1","2400",NA,"Intraplate / Continental crust (>25 km)"
"214808","Dzau","Georgia","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Cluster","Fissure vent",NA,NA,"42.404000000000003","44.003999999999998","1904",NA,NA
"221109","Mabda","Eritrea","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Minor","Lava dome",NA,NA,"13.507999999999999","41.779000000000003","1554","Rhyolite","Rift zone / Intermediate crust (15-25 km)"
"221121","Borawli","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Minor","Lava dome(s)",NA,NA,"11.63","41.45","875","Rhyolite","Rift zone / Intermediate crust (15-25 km)"
"221224","Boku","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Caldera","Caldera",NA,NA,"8.5500000000000007","39.274999999999999","1625",NA,"Rift zone / Continental crust (>25 km)"
"221292","Tepi","Ethiopia","Eastern Africa Volcanic Regions","Western Ethiopia Plateau Volcanic Province","Shield","Shield",NA,NA,"7.4240000000000004","35.43","2728","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"221293","Hobitcha Caldera","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Caldera","Caldera",NA,NA,"6.8639999999999999","37.847000000000001","2156","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"221300","Chericha","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"6.7119999999999997","38.085000000000001","1636","Rhyolite","Rift zone / Continental crust (>25 km)"
"221310","Tosa Sucha","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Cluster","Pyroclastic cone(s)",NA,NA,"5.9669999999999996","37.628999999999998","1650","Basalt / Picro-Basalt","Rift zone / Continental crust (>25 km)"
"221335","Dilo-Dukana Volcanic Field","Ethiopia-Kenya","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Cluster","Volcanic field",NA,NA,"4.0629999999999997","37.488","1111","Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)"
"221800","Oyma","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"12.88","41.62","1041",NA,"Rift zone / Intermediate crust (15-25 km)"
"221801","Didolli","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Caldera","Caldera",NA,NA,"12.7","41.58","1191",NA,"Rift zone / Intermediate crust (15-25 km)"
"221802","Katahelu","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Minor","Cone",NA,NA,"12.551","41.503","1126",NA,"Rift zone / Intermediate crust (15-25 km)"
"221803","Ali Mela","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Minor","Cone",NA,NA,"12.718","41.396000000000001","1037",NA,"Rift zone / Intermediate crust (15-25 km)"
"221804","Dawa Ale-Quarry","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"12.75","41","0",NA,"Rift zone / Intermediate crust (15-25 km)"
"221805","Badi","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"12.387","40.366","1321",NA,"Rift zone / Intermediate crust (15-25 km)"
"221806","Gad Elu","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"12.407999999999999","41.06","1548",NA,"Rift zone / Intermediate crust (15-25 km)"
"221807","Ela","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"12.519","41.19","934",NA,"Rift zone / Intermediate crust (15-25 km)"
"221808","Asgura","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"11.75","40.9","0",NA,"Rift zone / Intermediate crust (15-25 km)"
"221809","Finini","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"11.98","41.35","0",NA,"Rift zone / Intermediate crust (15-25 km)"
"221810","Dalaha'ale","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"12.273999999999999","42.043999999999997","881",NA,"Rift zone / Intermediate crust (15-25 km)"
"221811","Data Gabalti","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"12.196999999999999","42.134999999999998","583",NA,"Rift zone / Intermediate crust (15-25 km)"
"221812","Egersuwa","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Minor","Lava dome(s)",NA,NA,"12.45","42.165999999999997","582",NA,"Rift zone / Intermediate crust (15-25 km)"
"221816","Zikwala","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"8.5299999999999994","38.85","2989",NA,"Intraplate / Continental crust (>25 km)"
"221817","Ch'Ilalo","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"7.92","39.270000000000003","4005",NA,"Intraplate / Continental crust (>25 km)"
"221818","Gademota Caldera","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Caldera","Caldera",NA,NA,"7.88","38.6","2090",NA,"Intraplate / Continental crust (>25 km)"
"221819","Duguna","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"6.95","38.07","2205",NA,"Intraplate / Continental crust (>25 km)"
"221822","Chew Bahir","Ethiopia","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Minor","Pyroclastic cone(s)",NA,NA,"4.47","36.869999999999997","600",NA,"Rift zone / Intermediate crust (15-25 km)"
"221824","Undurer","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"12.170999999999999","41.396000000000001","1242",NA,"Rift zone / Intermediate crust (15-25 km)"
"221825","Babba'Olou","Djibouti","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"11.55","42.133000000000003","1301",NA,"Rift zone / Intermediate crust (15-25 km)"
"222150","Kilimanjaro","Tanzania","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"-3.07","37.35","5881","Phonolite","Rift zone / Continental crust (>25 km)"
"222161","Igwisi Hills","Tanzania","Eastern Africa Volcanic Regions","Tanzania Craton Volcanic Province","Minor","Pyroclastic cone(s)",NA,NA,"-4.8890000000000002","31.933","1146","Foidite","Intraplate / Continental crust (>25 km)"
"222162","Usangu Scarp Basalt","Tanzania","Eastern Africa Volcanic Regions","Rukwa Rift Volcanic Province","Minor","Pyroclastic cone",NA,NA,"-8.6240000000000006","33.582999999999998","1690","Basalt / Picro-Basalt","Rift zone / Continental crust (>25 km)"
"222163","SW Usangu Basin","Tanzania","Eastern Africa Volcanic Regions","Rukwa Rift Volcanic Province","Cluster","Lava dome(s)",NA,NA,"-8.75","33.799999999999997","2179","Phonolite","Rift zone / Continental crust (>25 km)"
"222165","Izumbwe-Mpoli","Tanzania","Eastern Africa Volcanic Regions","Rukwa Rift Volcanic Province","Minor","Pyroclastic cone(s)",NA,NA,"-8.9760000000000009","33.380000000000003","1568","Foidite","Rift zone / Continental crust (>25 km)"
"222800","Kulal","Kenya","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Shield","Shield",NA,NA,"2.75","36.93","2285",NA,"Rift zone / Continental crust (>25 km)"
"222801","Asie","Kenya","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Shield","Shield",NA,NA,"2.964","37.103999999999999","1056",NA,"Rift zone / Continental crust (>25 km)"
"222802","Huri Hills","Kenya","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Shield","Shield",NA,NA,"3.5","37.75","1300",NA,"Rift zone / Continental crust (>25 km)"
"222803","Bogoria","Kenya","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Shield","Shield",NA,NA,"0.25","36.08","1100",NA,"Rift zone / Continental crust (>25 km)"
"222804","Kilombe Caldera","Kenya","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Caldera","Caldera",NA,NA,"-0.08","35.83","2550",NA,"Rift zone / Continental crust (>25 km)"
"222805","Nyokie, Ol Doinyo","Kenya","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Minor","Tuff cone",NA,NA,"-1.8","36.380000000000003","1169",NA,"Rift zone / Continental crust (>25 km)"
"222806","Gelai","Tanzania","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Shield","Shield",NA,NA,"-2.6","36.1","2942",NA,"Unknown"
"222807","Ketumbeine","Tanzania","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Shield","Shield",NA,NA,"-2.88","36.22","2942",NA,"Rift zone / Continental crust (>25 km)"
"222808","Kerimasi","Tanzania","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"-2.87","35.950000000000003","2600",NA,"Unknown"
"222809","Loolmalasin","Tanzania","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Composite","Unknown",NA,NA,"-3.052","35.817","3627",NA,"Rift zone / Continental crust (>25 km)"
"222810","Sadiman","Tanzania","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"-3.18","35.42","2865",NA,"Unknown"
"222811","Ngorongoro","Tanzania","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Caldera","Caldera",NA,NA,"-3.17","35.57","2376",NA,"Unknown"
"222812","Sultan Hamud-Simba","Kenya","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Cluster","Volcanic field",NA,NA,"-2.12","37.4","0",NA,"Rift zone / Continental crust (>25 km)"
"222813","Burko","Tanzania","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"-3.3","36.22","2136",NA,"Unknown"
"222814","Kwaraha","Tanzania","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"-4.2300000000000004","35.82","2415",NA,"Rift zone / Continental crust (>25 km)"
"222828","Porr","Kenya","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Minor","Pyroclastic cone",NA,NA,"2.9","36.549999999999997","0",NA,"Rift zone / Continental crust (>25 km)"
"222829","Embagai","Tanzania","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Caldera","Caldera",NA,NA,"-2.92","35.83","3220",NA,"Unknown"
"222830","Olmoti","Tanzania","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Caldera","Caldera",NA,NA,"-3","35.65","3099",NA,"Unknown"
"222831","Hanang","Tanzania","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"-4.43","35.4","3418",NA,"Unknown"
"223003","Katwe-Kikorongo Volcanic Field","Uganda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Cluster","Volcanic field",NA,NA,"-0.08","29.92","1067","Foidite","Rift zone / Continental crust (>25 km)"
"223004","Bunyaruguru Volcanic Field","Uganda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Cluster","Volcanic field",NA,NA,"-0.2044","30.142199999999999","1554","Foidite","Rift zone / Continental crust (>25 km)"
"223005","Katunga","Uganda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Minor","Volcanic field",NA,NA,"-0.47099999999999997","30.190999999999999","1707","Foidite","Rift zone / Continental crust (>25 km)"
"223050","Visoke","DR Congo-Rwanda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"-1.458","29.484999999999999","3696","Trachyandesite / Basaltic Trachyandesite","Rift zone / Continental crust (>25 km)"
"223055","Gahinga","Uganda-Rwanda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Composite",NA,NA,NA,"-1.3864000000000001","29.645600000000002","3473",NA,"Rift zone / Continental crust (>25 km)"
"223060","Muhavura","Uganda-Rwanda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"-1.3828","29.677800000000001","4103","Trachybasalt / Tephrite Basanite","Rift zone / Continental crust (>25 km)"
"223070","Bufumbira Volcanic Field","Uganda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Cluster","Volcanic field",NA,NA,"-1.304","29.683","2100","Phono-tephrite /  Tephri-phonolite","Rift zone / Continental crust (>25 km)"
"223072","Central Virunga Volcanic Field","DR Congo-Rwanda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Cluster","Volcanic field",NA,NA,"-1.4141999999999999","29.524999999999999","2763",NA,"Rift zone / Continental crust (>25 km)"
"223074","Southern Virunga Volcanic Field","Rwanda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Cluster","Volcanic field",NA,NA,"-1.5806","29.362500000000001","2220",NA,"Rift zone / Continental crust (>25 km)"
"223080","Tshibinda Volcanic Field","DR Congo","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Cluster","Pyroclastic cone(s)",NA,NA,"-2.3199999999999998","28.75","1460","Basalt / Picro-Basalt","Rift zone / Continental crust (>25 km)"
"223800","Mikeno","DR Congo","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"-1.4630000000000001","29.419","4387",NA,"Rift zone / Continental crust (>25 km)"
"223801","Sabinyo","Uganda-Rwanda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"-1.3879999999999999","29.591999999999999","3605",NA,"Unknown"
"224001","Sao Tome","Sao Tome and Principe","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Shield","Shield",NA,NA,"0.2","6.58","2024","Basalt / Picro-Basalt","Intraplate / Oceanic crust (< 15 km)"
"224002","Gran Caldera de Luba","Equatorial Guinea","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Caldera","Shield",NA,NA,"3.3569","8.5089000000000006","2266","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"224003","Biao, Pico","Equatorial Guinea","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Shield","Shield",NA,NA,"3.3580999999999999","8.6256000000000004","2006","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"224012","Kumba Volcanic Field","Cameroon","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Cluster","Volcanic field",NA,NA,"4.6079999999999997","9.2919999999999998","600",NA,"Intraplate / Continental crust (>25 km)"
"224020","Manengouba","Cameroon","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Composite","Stratovolcano",NA,NA,"5.03","9.83","2411","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"224040","Ngaoundere Plateau","Cameroon","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Cluster","Volcanic field",NA,NA,"7.25","13.67","1230","Trachybasalt / Tephrite Basanite","Intraplate / Continental crust (>25 km)"
"224050","Biu Plateau","Nigeria","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Cluster","Volcanic field",NA,NA,"10.75","12.087999999999999","930","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
